"","state","sex","age","race","party","n"
"559","CO","Female","45-54","Black","Republican",82
"560","CO","Female","45-54","Non-Hispanic White","Democratic",62666
"561","CO","Female","45-54","Non-Hispanic White","Other",64674
"562","CO","Female","45-54","Non-Hispanic White","Republican",76214
"563","CO","Female","45-54","Other","Democratic",29940
"564","CO","Female","45-54","Other","Other",22334
"565","CO","Female","45-54","Other","Republican",17798
"566","CO","Female","55-64","Black","Democratic",5148
"567","CO","Female","55-64","Black","Other",334
"568","CO","Female","55-64","Black","Republican",72
"569","CO","Female","55-64","Non-Hispanic White","Democratic",78038
"570","CO","Female","55-64","Non-Hispanic White","Other",63302
"571","CO","Female","55-64","Non-Hispanic White","Republican",88363
"572","CO","Female","55-64","Other","Democratic",31125
"573","CO","Female","55-64","Other","Other",17252
"574","CO","Female","55-64","Other","Republican",17396
"575","CO","Female","<25","Black","Democratic",2605
"576","CO","Female","<25","Black","Other",879
"577","CO","Female","<25","Black","Republican",32
"578","CO","Female","<25","Non-Hispanic White","Democratic",29538
"579","CO","Female","<25","Non-Hispanic White","Other",50507
"580","CO","Female","<25","Non-Hispanic White","Republican",27175
"581","CO","Female","<25","Other","Democratic",22527
"582","CO","Female","<25","Other","Other",27307
"583","CO","Female","<25","Other","Republican",7677
"584","CO","Female",">65","Black","Democratic",5203
"585","CO","Female",">65","Black","Other",238
"586","CO","Female",">65","Black","Republican",82
"587","CO","Female",">65","Non-Hispanic White","Democratic",94748
"588","CO","Female",">65","Non-Hispanic White","Other",59610
"589","CO","Female",">65","Non-Hispanic White","Republican",113749
"590","CO","Female",">65","Other","Democratic",36445
"591","CO","Female",">65","Other","Other",14169
"592","CO","Female",">65","Other","Republican",19757
"593","CO","Male","25-34","Black","Democratic",3713
"594","CO","Male","25-34","Black","Other",1310
"595","CO","Male","25-34","Black","Republican",66
"596","CO","Male","25-34","Non-Hispanic White","Democratic",47203
"597","CO","Male","25-34","Non-Hispanic White","Other",102582
"598","CO","Male","25-34","Non-Hispanic White","Republican",52927
"599","CO","Male","25-34","Other","Democratic",25126
"600","CO","Male","25-34","Other","Other",37409
"601","CO","Male","25-34","Other","Republican",13268
"602","CO","Male","35-44","Black","Democratic",3373
"603","CO","Male","35-44","Black","Other",1089
"604","CO","Male","35-44","Black","Republican",78
"605","CO","Male","35-44","Non-Hispanic White","Democratic",41943
"606","CO","Male","35-44","Non-Hispanic White","Other",86147
"607","CO","Male","35-44","Non-Hispanic White","Republican",58314
"608","CO","Male","35-44","Other","Democratic",22014
"609","CO","Male","35-44","Other","Other",29006
"610","CO","Male","35-44","Other","Republican",13755
"611","CO","Male","45-54","Black","Democratic",3777
"612","CO","Male","45-54","Black","Other",678
"613","CO","Male","45-54","Black","Republican",70
"614","CO","Male","45-54","Non-Hispanic White","Democratic",41638
"615","CO","Male","45-54","Non-Hispanic White","Other",73805
"616","CO","Male","45-54","Non-Hispanic White","Republican",82586
"617","CO","Male","45-54","Other","Democratic",22281
"618","CO","Male","45-54","Other","Other",23929
"619","CO","Male","45-54","Other","Republican",18228
"620","CO","Male","55-64","Black","Democratic",3713
"621","CO","Male","55-64","Black","Other",454
"622","CO","Male","55-64","Black","Republican",73
"623","CO","Male","55-64","Non-Hispanic White","Democratic",49739
"624","CO","Male","55-64","Non-Hispanic White","Other",69743
"625","CO","Male","55-64","Non-Hispanic White","Republican",93986
"626","CO","Male","55-64","Other","Democratic",23347
"627","CO","Male","55-64","Other","Other",18449
"628","CO","Male","55-64","Other","Republican",17959
"629","CO","Male","<25","Black","Democratic",1720
"630","CO","Male","<25","Black","Other",964
"631","CO","Male","<25","Black","Republican",53
"632","CO","Male","<25","Non-Hispanic White","Democratic",21497
"633","CO","Male","<25","Non-Hispanic White","Other",55032
"634","CO","Male","<25","Non-Hispanic White","Republican",31665
"635","CO","Male","<25","Other","Democratic",15878
"636","CO","Male","<25","Other","Other",27406
"637","CO","Male","<25","Other","Republican",8599
"638","CO","Male",">65","Black","Democratic",3340
"639","CO","Male",">65","Black","Other",254
"640","CO","Male",">65","Black","Republican",68
"641","CO","Male",">65","Non-Hispanic White","Democratic",60746
"642","CO","Male",">65","Non-Hispanic White","Other",63839
"643","CO","Male",">65","Non-Hispanic White","Republican",108008
"644","CO","Male",">65","Other","Democratic",26915
"645","CO","Male",">65","Other","Other",15384
"646","CO","Male",">65","Other","Republican",18415
"647","CT","Female","25-34","Black","Democratic",10602
"648","CT","Female","25-34","Black","Other",3627
"649","CT","Female","25-34","Black","Republican",115
"650","CT","Female","25-34","Non-Hispanic White","Democratic",31912
"651","CT","Female","25-34","Non-Hispanic White","Other",45480
"652","CT","Female","25-34","Non-Hispanic White","Republican",13098
"653","CT","Female","25-34","Other","Democratic",18884
"654","CT","Female","25-34","Other","Other",22461
"655","CT","Female","25-34","Other","Republican",3514
"656","CT","Female","35-44","Black","Democratic",9940
"657","CT","Female","35-44","Black","Other",2876
"658","CT","Female","35-44","Black","Republican",78
"659","CT","Female","35-44","Non-Hispanic White","Democratic",30672
"660","CT","Female","35-44","Non-Hispanic White","Other",45144
"661","CT","Female","35-44","Non-Hispanic White","Republican",15799
"662","CT","Female","35-44","Other","Democratic",18880
"663","CT","Female","35-44","Other","Other",23616
"664","CT","Female","35-44","Other","Republican",4462
"665","CT","Female","45-54","Black","Democratic",11899
"666","CT","Female","45-54","Black","Other",2211
"667","CT","Female","45-54","Black","Republican",160
"668","CT","Female","45-54","Non-Hispanic White","Democratic",44424
"669","CT","Female","45-54","Non-Hispanic White","Other",63278
"670","CT","Female","45-54","Non-Hispanic White","Republican",34019
"671","CT","Female","45-54","Other","Democratic",20832
"672","CT","Female","45-54","Other","Other",23912
"673","CT","Female","45-54","Other","Republican",7630
"674","CT","Female","55-64","Black","Democratic",10995
"675","CT","Female","55-64","Black","Other",1675
"676","CT","Female","55-64","Black","Republican",236
"677","CT","Female","55-64","Non-Hispanic White","Democratic",57894
"678","CT","Female","55-64","Non-Hispanic White","Other",58203
"679","CT","Female","55-64","Non-Hispanic White","Republican",38191
"680","CT","Female","55-64","Other","Democratic",21660
"681","CT","Female","55-64","Other","Other",18562
"682","CT","Female","55-64","Other","Republican",7942
"683","CT","Female","<25","Black","Democratic",4547
"684","CT","Female","<25","Black","Other",1652
"685","CT","Female","<25","Black","Republican",43
"686","CT","Female","<25","Non-Hispanic White","Democratic",18937
"687","CT","Female","<25","Non-Hispanic White","Other",23238
"688","CT","Female","<25","Non-Hispanic White","Republican",8685
"689","CT","Female","<25","Other","Democratic",10869
"690","CT","Female","<25","Other","Other",11599
"691","CT","Female","<25","Other","Republican",2376
"692","CT","Female",">65","Black","Democratic",13039
"693","CT","Female",">65","Black","Other",1406
"694","CT","Female",">65","Black","Republican",328
"695","CT","Female",">65","Non-Hispanic White","Democratic",84229
"696","CT","Female",">65","Non-Hispanic White","Other",69864
"697","CT","Female",">65","Non-Hispanic White","Republican",55106
"698","CT","Female",">65","Other","Democratic",27912
"699","CT","Female",">65","Other","Other",19694
"700","CT","Female",">65","Other","Republican",10767
"701","CT","Male","25-34","Black","Democratic",7376
"702","CT","Male","25-34","Black","Other",2532
"703","CT","Male","25-34","Black","Republican",129
"704","CT","Male","25-34","Non-Hispanic White","Democratic",24796
"705","CT","Male","25-34","Non-Hispanic White","Other",40912
"706","CT","Male","25-34","Non-Hispanic White","Republican",17985
"707","CT","Male","25-34","Other","Democratic",14573
"708","CT","Male","25-34","Other","Other",17569
"709","CT","Male","25-34","Other","Republican",4612
"710","CT","Male","35-44","Black","Democratic",5855
"711","CT","Male","35-44","Black","Other",1836
"712","CT","Male","35-44","Black","Republican",94
"713","CT","Male","35-44","Non-Hispanic White","Democratic",20086
"714","CT","Male","35-44","Non-Hispanic White","Other",36995
"715","CT","Male","35-44","Non-Hispanic White","Republican",19188
"716","CT","Male","35-44","Other","Democratic",12848
"717","CT","Male","35-44","Other","Other",17498
"718","CT","Male","35-44","Other","Republican",5234
"719","CT","Male","45-54","Black","Democratic",7680
"720","CT","Male","45-54","Black","Other",1731
"721","CT","Male","45-54","Black","Republican",205
"722","CT","Male","45-54","Non-Hispanic White","Democratic",29135
"723","CT","Male","45-54","Non-Hispanic White","Other",53459
"724","CT","Male","45-54","Non-Hispanic White","Republican",39724
"725","CT","Male","45-54","Other","Democratic",15341
"726","CT","Male","45-54","Other","Other",21060
"727","CT","Male","45-54","Other","Republican",9154
"728","CT","Male","55-64","Black","Democratic",7559
"729","CT","Male","55-64","Black","Other",1431
"730","CT","Male","55-64","Black","Republican",238
"731","CT","Male","55-64","Non-Hispanic White","Democratic",40975
"732","CT","Male","55-64","Non-Hispanic White","Other",55432
"733","CT","Male","55-64","Non-Hispanic White","Republican",44505
"734","CT","Male","55-64","Other","Democratic",16670
"735","CT","Male","55-64","Other","Other",17637
"736","CT","Male","55-64","Other","Republican",9405
"737","CT","Male","<25","Black","Democratic",3171
"738","CT","Male","<25","Black","Other",1291
"739","CT","Male","<25","Black","Republican",85
"740","CT","Male","<25","Non-Hispanic White","Democratic",14345
"741","CT","Male","<25","Non-Hispanic White","Other",21032
"742","CT","Male","<25","Non-Hispanic White","Republican",12495
"743","CT","Male","<25","Other","Democratic",8330
"744","CT","Male","<25","Other","Other",9909
"745","CT","Male","<25","Other","Republican",3383
"746","CT","Male",">65","Black","Democratic",7968
"747","CT","Male",">65","Black","Other",1149
"748","CT","Male",">65","Black","Republican",269
"749","CT","Male",">65","Non-Hispanic White","Democratic",56904
"750","CT","Male",">65","Non-Hispanic White","Other",60133
"751","CT","Male",">65","Non-Hispanic White","Republican",49630
"752","CT","Male",">65","Other","Democratic",20610
"753","CT","Male",">65","Other","Other",17702
"754","CT","Male",">65","Other","Republican",10223
"755","DE","Female","25-34","Black","Democratic",8624
"756","DE","Female","25-34","Black","Other",994
"757","DE","Female","25-34","Black","Republican",151
"758","DE","Female","25-34","Non-Hispanic White","Democratic",10704
"759","DE","Female","25-34","Non-Hispanic White","Other",8904
"760","DE","Female","25-34","Non-Hispanic White","Republican",7571
"761","DE","Female","25-34","Other","Democratic",4146
"762","DE","Female","25-34","Other","Other",2336
"763","DE","Female","25-34","Other","Republican",1421
"764","DE","Female","35-44","Black","Democratic",8622
"765","DE","Female","35-44","Black","Other",960
"766","DE","Female","35-44","Black","Republican",166
"767","DE","Female","35-44","Non-Hispanic White","Democratic",10291
"768","DE","Female","35-44","Non-Hispanic White","Other",8420
"769","DE","Female","35-44","Non-Hispanic White","Republican",8326
"770","DE","Female","35-44","Other","Democratic",3924
"771","DE","Female","35-44","Other","Other",2294
"772","DE","Female","35-44","Other","Republican",1586
"773","DE","Female","45-54","Black","Democratic",9943
"774","DE","Female","45-54","Black","Other",771
"775","DE","Female","45-54","Black","Republican",139
"776","DE","Female","45-54","Non-Hispanic White","Democratic",13843
"777","DE","Female","45-54","Non-Hispanic White","Other",8397
"778","DE","Female","45-54","Non-Hispanic White","Republican",13226
"779","DE","Female","45-54","Other","Democratic",3878
"780","DE","Female","45-54","Other","Other",2035
"781","DE","Female","45-54","Other","Republican",2347
"782","DE","Female","55-64","Black","Democratic",8805
"783","DE","Female","55-64","Black","Other",589
"784","DE","Female","55-64","Black","Republican",118
"785","DE","Female","55-64","Non-Hispanic White","Democratic",17533
"786","DE","Female","55-64","Non-Hispanic White","Other",9076
"787","DE","Female","55-64","Non-Hispanic White","Republican",14303
"788","DE","Female","55-64","Other","Democratic",3851
"789","DE","Female","55-64","Other","Other",1696
"790","DE","Female","55-64","Other","Republican",2133
"791","DE","Female","<25","Black","Democratic",4623
"792","DE","Female","<25","Black","Other",450
"793","DE","Female","<25","Black","Republican",92
"794","DE","Female","<25","Non-Hispanic White","Democratic",5396
"795","DE","Female","<25","Non-Hispanic White","Other",5019
"796","DE","Female","<25","Non-Hispanic White","Republican",4356
"797","DE","Female","<25","Other","Democratic",2673
"798","DE","Female","<25","Other","Other",1447
"799","DE","Female","<25","Other","Republican",1007
"800","DE","Female",">65","Black","Democratic",8930
"801","DE","Female",">65","Black","Other",501
"802","DE","Female",">65","Black","Republican",116
"803","DE","Female",">65","Non-Hispanic White","Democratic",25289
"804","DE","Female",">65","Non-Hispanic White","Other",12320
"805","DE","Female",">65","Non-Hispanic White","Republican",22421
"806","DE","Female",">65","Other","Democratic",4783
"807","DE","Female",">65","Other","Other",2176
"808","DE","Female",">65","Other","Republican",3228
"809","DE","Male","25-34","Black","Democratic",6114
"810","DE","Male","25-34","Black","Other",912
"811","DE","Male","25-34","Black","Republican",115
"812","DE","Male","25-34","Non-Hispanic White","Democratic",8927
"813","DE","Male","25-34","Non-Hispanic White","Other",9799
"814","DE","Male","25-34","Non-Hispanic White","Republican",8548
