"","sex","age","race","party","district","state","n"
"507","Male","35-44","Other","Republican",7,"AL",230
"508","Male","45-54","Black","Democratic",1,"AL",7503
"509","Male","45-54","Black","Democratic",2,"AL",7502
"510","Male","45-54","Black","Democratic",3,"AL",7116
"511","Male","45-54","Black","Democratic",4,"AL",1735
"512","Male","45-54","Black","Democratic",5,"AL",5261
"513","Male","45-54","Black","Democratic",6,"AL",3835
"514","Male","45-54","Black","Democratic",7,"AL",17924
"515","Male","45-54","Black","Other",1,"AL",9
"516","Male","45-54","Black","Other",2,"AL",42
"517","Male","45-54","Black","Other",3,"AL",37
"518","Male","45-54","Black","Other",4,"AL",17
"519","Male","45-54","Black","Other",5,"AL",18
"520","Male","45-54","Black","Other",6,"AL",13
"521","Male","45-54","Black","Other",7,"AL",18
"522","Male","45-54","Black","Republican",1,"AL",87
"523","Male","45-54","Black","Republican",2,"AL",100
"524","Male","45-54","Black","Republican",3,"AL",335
"525","Male","45-54","Black","Republican",4,"AL",314
"526","Male","45-54","Black","Republican",5,"AL",129
"527","Male","45-54","Black","Republican",6,"AL",145
"528","Male","45-54","Black","Republican",7,"AL",107
"529","Male","45-54","Non-Hispanic White","Democratic",1,"AL",1563
"530","Male","45-54","Non-Hispanic White","Democratic",2,"AL",1244
"531","Male","45-54","Non-Hispanic White","Democratic",3,"AL",1832
"532","Male","45-54","Non-Hispanic White","Democratic",4,"AL",2390
"533","Male","45-54","Non-Hispanic White","Democratic",5,"AL",2299
"534","Male","45-54","Non-Hispanic White","Democratic",6,"AL",1403
"535","Male","45-54","Non-Hispanic White","Democratic",7,"AL",761
"536","Male","45-54","Non-Hispanic White","Other",1,"AL",217
"537","Male","45-54","Non-Hispanic White","Other",2,"AL",263
"538","Male","45-54","Non-Hispanic White","Other",3,"AL",660
"539","Male","45-54","Non-Hispanic White","Other",4,"AL",8926
"540","Male","45-54","Non-Hispanic White","Other",5,"AL",6516
"541","Male","45-54","Non-Hispanic White","Other",6,"AL",255
"542","Male","45-54","Non-Hispanic White","Other",7,"AL",65
"543","Male","45-54","Non-Hispanic White","Republican",1,"AL",18983
"544","Male","45-54","Non-Hispanic White","Republican",2,"AL",17475
"545","Male","45-54","Non-Hispanic White","Republican",3,"AL",18394
"546","Male","45-54","Non-Hispanic White","Republican",4,"AL",15524
"547","Male","45-54","Non-Hispanic White","Republican",5,"AL",17187
"548","Male","45-54","Non-Hispanic White","Republican",6,"AL",24593
"549","Male","45-54","Non-Hispanic White","Republican",7,"AL",8119
"550","Male","45-54","Other","Democratic",1,"AL",895
"551","Male","45-54","Other","Democratic",2,"AL",366
"552","Male","45-54","Other","Democratic",3,"AL",739
"553","Male","45-54","Other","Democratic",4,"AL",677
"554","Male","45-54","Other","Democratic",5,"AL",1235
"555","Male","45-54","Other","Democratic",6,"AL",1149
"556","Male","45-54","Other","Democratic",7,"AL",318
"557","Male","45-54","Other","Other",1,"AL",768
"558","Male","45-54","Other","Other",2,"AL",796
"559","Male","45-54","Other","Other",3,"AL",560
"560","Male","45-54","Other","Other",4,"AL",668
"561","Male","45-54","Other","Other",5,"AL",828
"562","Male","45-54","Other","Other",6,"AL",784
"563","Male","45-54","Other","Other",7,"AL",310
"564","Male","45-54","Other","Republican",1,"AL",943
"565","Male","45-54","Other","Republican",2,"AL",744
"566","Male","45-54","Other","Republican",3,"AL",625
"567","Male","45-54","Other","Republican",4,"AL",749
"568","Male","45-54","Other","Republican",5,"AL",913
"569","Male","45-54","Other","Republican",6,"AL",1062
"570","Male","45-54","Other","Republican",7,"AL",290
"571","Male","55-64","Black","Democratic",1,"AL",8094
"572","Male","55-64","Black","Democratic",2,"AL",7519
"573","Male","55-64","Black","Democratic",3,"AL",7077
"574","Male","55-64","Black","Democratic",4,"AL",1728
"575","Male","55-64","Black","Democratic",5,"AL",4932
"576","Male","55-64","Black","Democratic",6,"AL",3426
"577","Male","55-64","Black","Democratic",7,"AL",19655
"578","Male","55-64","Black","Other",1,"AL",9
"579","Male","55-64","Black","Other",2,"AL",45
"580","Male","55-64","Black","Other",3,"AL",40
"581","Male","55-64","Black","Other",4,"AL",16
"582","Male","55-64","Black","Other",5,"AL",10
"583","Male","55-64","Black","Other",6,"AL",20
"584","Male","55-64","Black","Other",7,"AL",14
"585","Male","55-64","Black","Republican",1,"AL",136
"586","Male","55-64","Black","Republican",2,"AL",136
"587","Male","55-64","Black","Republican",3,"AL",432
"588","Male","55-64","Black","Republican",4,"AL",327
"589","Male","55-64","Black","Republican",5,"AL",195
"590","Male","55-64","Black","Republican",6,"AL",266
"591","Male","55-64","Black","Republican",7,"AL",144
"592","Male","55-64","Non-Hispanic White","Democratic",1,"AL",1961
"593","Male","55-64","Non-Hispanic White","Democratic",2,"AL",1723
"594","Male","55-64","Non-Hispanic White","Democratic",3,"AL",2357
"595","Male","55-64","Non-Hispanic White","Democratic",4,"AL",3083
"596","Male","55-64","Non-Hispanic White","Democratic",5,"AL",2954
"597","Male","55-64","Non-Hispanic White","Democratic",6,"AL",1960
"598","Male","55-64","Non-Hispanic White","Democratic",7,"AL",987
"599","Male","55-64","Non-Hispanic White","Other",1,"AL",304
"600","Male","55-64","Non-Hispanic White","Other",2,"AL",370
"601","Male","55-64","Non-Hispanic White","Other",3,"AL",767
"602","Male","55-64","Non-Hispanic White","Other",4,"AL",7801
"603","Male","55-64","Non-Hispanic White","Other",5,"AL",5772
"604","Male","55-64","Non-Hispanic White","Other",6,"AL",291
"605","Male","55-64","Non-Hispanic White","Other",7,"AL",95
"606","Male","55-64","Non-Hispanic White","Republican",1,"AL",20765
"607","Male","55-64","Non-Hispanic White","Republican",2,"AL",19376
"608","Male","55-64","Non-Hispanic White","Republican",3,"AL",19662
"609","Male","55-64","Non-Hispanic White","Republican",4,"AL",17799
"610","Male","55-64","Non-Hispanic White","Republican",5,"AL",19617
"611","Male","55-64","Non-Hispanic White","Republican",6,"AL",25492
"612","Male","55-64","Non-Hispanic White","Republican",7,"AL",9220
"613","Male","55-64","Non-Hispanic White","Republican",NA,"AL",1
"614","Male","55-64","Other","Democratic",1,"AL",864
"615","Male","55-64","Other","Democratic",2,"AL",332
"616","Male","55-64","Other","Democratic",3,"AL",648
"617","Male","55-64","Other","Democratic",4,"AL",603
"618","Male","55-64","Other","Democratic",5,"AL",1145
"619","Male","55-64","Other","Democratic",6,"AL",857
"620","Male","55-64","Other","Democratic",7,"AL",325
"621","Male","55-64","Other","Other",1,"AL",697
"622","Male","55-64","Other","Other",2,"AL",704
"623","Male","55-64","Other","Other",3,"AL",447
"624","Male","55-64","Other","Other",4,"AL",579
"625","Male","55-64","Other","Other",5,"AL",708
"626","Male","55-64","Other","Other",6,"AL",655
"627","Male","55-64","Other","Other",7,"AL",278
"628","Male","55-64","Other","Republican",1,"AL",1195
"629","Male","55-64","Other","Republican",2,"AL",909
"630","Male","55-64","Other","Republican",3,"AL",784
"631","Male","55-64","Other","Republican",4,"AL",813
"632","Male","55-64","Other","Republican",5,"AL",1142
"633","Male","55-64","Other","Republican",6,"AL",1260
"634","Male","55-64","Other","Republican",7,"AL",434
"635","Male","<25","Black","Democratic",1,"AL",4678
"636","Male","<25","Black","Democratic",2,"AL",4631
"637","Male","<25","Black","Democratic",3,"AL",4488
"638","Male","<25","Black","Democratic",4,"AL",1164
"639","Male","<25","Black","Democratic",5,"AL",3618
"640","Male","<25","Black","Democratic",6,"AL",2153
"641","Male","<25","Black","Democratic",7,"AL",11568
"642","Male","<25","Black","Other",1,"AL",2
"643","Male","<25","Black","Other",2,"AL",19
"644","Male","<25","Black","Other",3,"AL",15
"645","Male","<25","Black","Other",4,"AL",10
"646","Male","<25","Black","Other",5,"AL",4
"647","Male","<25","Black","Other",6,"AL",3
"648","Male","<25","Black","Other",7,"AL",2
"649","Male","<25","Black","Republican",1,"AL",30
"650","Male","<25","Black","Republican",2,"AL",35
"651","Male","<25","Black","Republican",3,"AL",103
"652","Male","<25","Black","Republican",4,"AL",93
"653","Male","<25","Black","Republican",5,"AL",35
"654","Male","<25","Black","Republican",6,"AL",32
"655","Male","<25","Black","Republican",7,"AL",46
"656","Male","<25","Non-Hispanic White","Democratic",1,"AL",531
"657","Male","<25","Non-Hispanic White","Democratic",2,"AL",390
"658","Male","<25","Non-Hispanic White","Democratic",3,"AL",626
"659","Male","<25","Non-Hispanic White","Democratic",4,"AL",799
"660","Male","<25","Non-Hispanic White","Democratic",5,"AL",788
"661","Male","<25","Non-Hispanic White","Democratic",6,"AL",586
"662","Male","<25","Non-Hispanic White","Democratic",7,"AL",293
"663","Male","<25","Non-Hispanic White","Other",1,"AL",2158
"664","Male","<25","Non-Hispanic White","Other",2,"AL",2063
"665","Male","<25","Non-Hispanic White","Other",3,"AL",3321
"666","Male","<25","Non-Hispanic White","Other",4,"AL",5216
"667","Male","<25","Non-Hispanic White","Other",5,"AL",3895
"668","Male","<25","Non-Hispanic White","Other",6,"AL",2224
"669","Male","<25","Non-Hispanic White","Other",7,"AL",2183
"670","Male","<25","Non-Hispanic White","Other",NA,"AL",1
"671","Male","<25","Non-Hispanic White","Republican",1,"AL",4901
"672","Male","<25","Non-Hispanic White","Republican",2,"AL",4583
"673","Male","<25","Non-Hispanic White","Republican",3,"AL",4395
"674","Male","<25","Non-Hispanic White","Republican",4,"AL",4428
"675","Male","<25","Non-Hispanic White","Republican",5,"AL",4767
"676","Male","<25","Non-Hispanic White","Republican",6,"AL",7291
"677","Male","<25","Non-Hispanic White","Republican",7,"AL",1905
"678","Male","<25","Other","Democratic",1,"AL",567
"679","Male","<25","Other","Democratic",2,"AL",214
"680","Male","<25","Other","Democratic",3,"AL",431
"681","Male","<25","Other","Democratic",4,"AL",700
"682","Male","<25","Other","Democratic",5,"AL",746
"683","Male","<25","Other","Democratic",6,"AL",723
"684","Male","<25","Other","Democratic",7,"AL",344
"685","Male","<25","Other","Other",1,"AL",336
"686","Male","<25","Other","Other",2,"AL",425
"687","Male","<25","Other","Other",3,"AL",367
"688","Male","<25","Other","Other",4,"AL",465
"689","Male","<25","Other","Other",5,"AL",435
"690","Male","<25","Other","Other",6,"AL",363
"691","Male","<25","Other","Other",7,"AL",310
"692","Male","<25","Other","Republican",1,"AL",488
"693","Male","<25","Other","Republican",2,"AL",415
"694","Male","<25","Other","Republican",3,"AL",285
"695","Male","<25","Other","Republican",4,"AL",401
"696","Male","<25","Other","Republican",5,"AL",450
"697","Male","<25","Other","Republican",6,"AL",507
"698","Male","<25","Other","Republican",7,"AL",152
"699","Male",">65","Black","Democratic",1,"AL",7670
"700","Male",">65","Black","Democratic",2,"AL",7082
"701","Male",">65","Black","Democratic",3,"AL",6681
"702","Male",">65","Black","Democratic",4,"AL",1816
"703","Male",">65","Black","Democratic",5,"AL",4040
"704","Male",">65","Black","Democratic",6,"AL",2723
"705","Male",">65","Black","Democratic",7,"AL",18219
"706","Male",">65","Black","Other",1,"AL",11
"707","Male",">65","Black","Other",2,"AL",40
"708","Male",">65","Black","Other",3,"AL",34
"709","Male",">65","Black","Other",4,"AL",23
"710","Male",">65","Black","Other",5,"AL",19
"711","Male",">65","Black","Other",6,"AL",13
"712","Male",">65","Black","Other",7,"AL",22
"713","Male",">65","Black","Republican",1,"AL",186
"714","Male",">65","Black","Republican",2,"AL",205
"715","Male",">65","Black","Republican",3,"AL",476
"716","Male",">65","Black","Republican",4,"AL",374
"717","Male",">65","Black","Republican",5,"AL",256
"718","Male",">65","Black","Republican",6,"AL",365
"719","Male",">65","Black","Republican",7,"AL",166
"720","Male",">65","Non-Hispanic White","Democratic",1,"AL",3007
"721","Male",">65","Non-Hispanic White","Democratic",2,"AL",2846
"722","Male",">65","Non-Hispanic White","Democratic",3,"AL",3883
"723","Male",">65","Non-Hispanic White","Democratic",4,"AL",5187
"724","Male",">65","Non-Hispanic White","Democratic",5,"AL",4282
"725","Male",">65","Non-Hispanic White","Democratic",6,"AL",2790
"726","Male",">65","Non-Hispanic White","Democratic",7,"AL",1525
"727","Male",">65","Non-Hispanic White","Other",1,"AL",495
"728","Male",">65","Non-Hispanic White","Other",2,"AL",603
"729","Male",">65","Non-Hispanic White","Other",3,"AL",1142
"730","Male",">65","Non-Hispanic White","Other",4,"AL",8291
"731","Male",">65","Non-Hispanic White","Other",5,"AL",5751
"732","Male",">65","Non-Hispanic White","Other",6,"AL",470
"733","Male",">65","Non-Hispanic White","Other",7,"AL",157
"734","Male",">65","Non-Hispanic White","Republican",1,"AL",30327
"735","Male",">65","Non-Hispanic White","Republican",2,"AL",27523
"736","Male",">65","Non-Hispanic White","Republican",3,"AL",27041
"737","Male",">65","Non-Hispanic White","Republican",4,"AL",27586
"738","Male",">65","Non-Hispanic White","Republican",5,"AL",25106
"739","Male",">65","Non-Hispanic White","Republican",6,"AL",31931
"740","Male",">65","Non-Hispanic White","Republican",7,"AL",13146
"741","Male",">65","Other","Democratic",1,"AL",885
"742","Male",">65","Other","Democratic",2,"AL",381
"743","Male",">65","Other","Democratic",3,"AL",670
"744","Male",">65","Other","Democratic",4,"AL",624
"745","Male",">65","Other","Democratic",5,"AL",1048
"746","Male",">65","Other","Democratic",6,"AL",790
"747","Male",">65","Other","Democratic",7,"AL",307
"748","Male",">65","Other","Other",1,"AL",840
"749","Male",">65","Other","Other",2,"AL",604
"750","Male",">65","Other","Other",3,"AL",514
"751","Male",">65","Other","Other",4,"AL",602
"752","Male",">65","Other","Other",5,"AL",718
"753","Male",">65","Other","Other",6,"AL",610
"754","Male",">65","Other","Other",7,"AL",284
"755","Male",">65","Other","Republican",1,"AL",1892
"756","Male",">65","Other","Republican",2,"AL",1359
"757","Male",">65","Other","Republican",3,"AL",1141
"758","Male",">65","Other","Republican",4,"AL",1343
"759","Male",">65","Other","Republican",5,"AL",1521
"760","Male",">65","Other","Republican",6,"AL",1834
"761","Male",">65","Other","Republican",7,"AL",654
"762","Female","25-34","Black","Democratic",1,"AK",134
"763","Female","25-34","Black","Other",1,"AK",72
"764","Female","25-34","Non-Hispanic White","Democratic",1,"AK",2307
"765","Female","25-34","Non-Hispanic White","Other",1,"AK",9872
"766","Female","25-34","Non-Hispanic White","Republican",1,"AK",3493
"767","Female","25-34","Other","Democratic",1,"AK",743
"768","Female","25-34","Other","Other",1,"AK",3139
"769","Female","25-34","Other","Republican",1,"AK",779
"770","Female","35-44","Black","Democratic",1,"AK",494
"771","Female","35-44","Black","Other",1,"AK",256
"772","Female","35-44","Black","Republican",1,"AK",23
"773","Female","35-44","Non-Hispanic White","Democratic",1,"AK",8997
"774","Female","35-44","Non-Hispanic White","Other",1,"AK",34345
"775","Female","35-44","Non-Hispanic White","Republican",1,"AK",13837
"776","Female","35-44","Other","Democratic",1,"AK",3721
"777","Female","35-44","Other","Other",1,"AK",12906
"778","Female","35-44","Other","Republican",1,"AK",3587
"779","Female","45-54","Black","Democratic",1,"AK",150
"780","Female","45-54","Black","Other",1,"AK",58
"781","Female","45-54","Black","Republican",1,"AK",6
"782","Female","45-54","Non-Hispanic White","Democratic",1,"AK",3588
"783","Female","45-54","Non-Hispanic White","Other",1,"AK",13533
"784","Female","45-54","Non-Hispanic White","Republican",1,"AK",7424
"785","Female","45-54","Other","Democratic",1,"AK",1064
"786","Female","45-54","Other","Other",1,"AK",3539
"787","Female","45-54","Other","Republican",1,"AK",1488
"788","Female","55-64","Black","Democratic",1,"AK",210
"789","Female","55-64","Black","Other",1,"AK",57
"790","Female","55-64","Black","Republican",1,"AK",9
"791","Female","55-64","Non-Hispanic White","Democratic",1,"AK",5243
"792","Female","55-64","Non-Hispanic White","Other",1,"AK",16650
"793","Female","55-64","Non-Hispanic White","Republican",1,"AK",8374
"794","Female","55-64","Other","Democratic",1,"AK",1457
"795","Female","55-64","Other","Other",1,"AK",3815
"796","Female","55-64","Other","Republican",1,"AK",1577
"797","Female","<25","Black","Democratic",1,"AK",35
"798","Female","<25","Black","Other",1,"AK",22
