"","metro_status","weight_w","vote_choice","likely_voter","sex","age","race","income","party","census_region"
"244","Non-metropolitan",0.3125813199,"Democrat",1,"Female","50-64","Non-Hispanic White","$100k-$150k","Other","Northeast"
"245","Metropolitan",0.0935824553,"Democrat",1,"Male","65+","Non-Hispanic White","$100k-$150k","Democratic","West"
"246","Metropolitan",0.2780737614,"Democrat",1,"Male","65+","Non-Hispanic White","$150k or more","Democratic","South"
"247","Metropolitan",0.3827062647,"Democrat",1,"Male","65+","Non-Hispanic White","$75k-$100k","Other","South"
"248","Metropolitan",3.7626912995,"Democrat",1,"Male","30-49","Black","$30k-$50k","Other","North Central"
"249","Metropolitan",0.417995112,"Republican",1,"Male","65+","Non-Hispanic White","$150k or more","Other","South"
"250","Metropolitan",0.1870781253,"Republican",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Republican","Northeast"
"251","Metropolitan",0.0821026288,"Democrat",1,"Male","50-64","Non-Hispanic White","$150k or more","Democratic","North Central"
"252","Metropolitan",0.1549915585,"Republican",1,"Female","50-64","Non-Hispanic White","$150k or more","Other","South"
"253","Metropolitan",0.194074181,"Republican",1,"Female","65+","Non-Hispanic White","$50k-$75k","Republican","North Central"
"254","Metropolitan",0.199798964,"Democrat",1,"Male","30-49","Non-Hispanic White","$100k-$150k","Other","North Central"
"255","Metropolitan",0.1458113413,"Democrat",1,"Female","50-64","Non-Hispanic White","$150k or more","Democratic","Northeast"
"256","Metropolitan",0.159133149,"Democrat",1,"Female","50-64","Non-Hispanic White","$150k or more","Other","Northeast"
"257","Metropolitan",0.6528816103,"Unsure/Other",0,"Female","18-29","Other","less than $30k","Other","South"
"258","Metropolitan",0.2108249851,"Democrat",1,"Female","65+","Non-Hispanic White","$50k-$75k","Democratic","West"
"259","Non-metropolitan",0.160999921,"Democrat",1,"Female","65+","Non-Hispanic White","less than $30k","Other","South"
"260","Metropolitan",0.0964172113,"Democrat",1,"Male","50-64","Non-Hispanic White","$75k-$100k","Democratic","Northeast"
"261","Non-metropolitan",0.766332453,"Republican",1,"Male","65+","Non-Hispanic White","less than $30k","Republican","Northeast"
"262","Metropolitan",0.3638970729,"Republican",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Republican","South"
"263","Metropolitan",0.1633389247,"Republican",1,"Female","65+","Non-Hispanic White","less than $30k","Republican","West"
"264","Metropolitan",0.7287865672,"Republican",1,"Female","65+","Non-Hispanic White","$75k-$100k","Republican","North Central"
"265","Metropolitan",0.1663844511,"Democrat",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Democratic","Northeast"
"266","Non-metropolitan",0.1179833375,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","$30k-$50k","Other","Northeast"
"267","Metropolitan",1.3030540792,"Republican",1,"Male","50-64","Non-Hispanic White","$150k or more","Republican","Northeast"
"268","Metropolitan",0.0821026288,"Democrat",1,"Female","30-49","Non-Hispanic White","$30k-$50k","Democratic","South"
"269","Metropolitan",0.2085292664,"Democrat",1,"Female","65+","Non-Hispanic White","$150k or more","Other","South"
"270","Metropolitan",5.2471907511,"Democrat",1,"Female","50-64","Black","$75k-$100k","Democratic","North Central"
"271","Metropolitan",1.796713088,"Unsure/Other",1,"Female","65+","Non-Hispanic White","$50k-$75k","Other","West"
"272","Metropolitan",0.3348710501,"Democrat",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Democratic","South"
"273","Metropolitan",0.2770422596,"Unsure/Other",1,"Male","65+","Non-Hispanic White","$50k-$75k","Republican","West"
"274","Non-metropolitan",1.2593984386,"Unsure/Other",0,"Female","65+","Non-Hispanic White","$75k-$100k","Republican","South"
"275","Non-metropolitan",0.3509297016,"Democrat",1,"Female","50-64","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"276","Metropolitan",0.1426196491,"Democrat",1,"Female","50-64","Black","$75k-$100k","Democratic","South"
"277","Non-metropolitan",0.3532509861,"Republican",1,"Male","50-64","Other","less than $30k","Republican","West"
"278","Metropolitan",0.0821026288,"Democrat",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Other","South"
"279","Non-metropolitan",1.3038167595,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","less than $30k","Democratic","South"
"280","Metropolitan",0.2243044206,"Unsure/Other",1,"Female","30-49","Other","$30k-$50k","Republican","South"
"281","Non-metropolitan",0.0821026288,"Democrat",1,"Male","50-64","Non-Hispanic White","$50k-$75k","Other","West"
"282","Metropolitan",0.17176264,"Unsure/Other",1,"Male","50-64","Non-Hispanic White","$100k-$150k","Other","Northeast"
"283","Non-metropolitan",0.1573916901,"Democrat",1,"Female","65+","Non-Hispanic White","$100k-$150k","Other","Northeast"
"284","Metropolitan",0.3320121845,"Republican",1,"Male","50-64","Non-Hispanic White","$50k-$75k","Other","South"
"285","Metropolitan",0.2780737614,"Democrat",1,"Male","65+","Non-Hispanic White","$75k-$100k","Democratic","South"
"286","Non-metropolitan",1.4633596265,"Republican",1,"Female","50-64","Non-Hispanic White","less than $30k","Other","Northeast"
"287","Metropolitan",0.3649028457,"Democrat",1,"Female","50-64","Non-Hispanic White","less than $30k","Democratic","West"
"288","Metropolitan",0.5802151329,"Democrat",1,"Female","30-49","Other","$100k-$150k","Democratic","West"
"289","Metropolitan",0.1708029938,"Republican",1,"Male","30-49","Non-Hispanic White","$100k-$150k","Republican","North Central"
"290","Metropolitan",0.6351914544,"Republican",1,"Male","50-64","Non-Hispanic White","$75k-$100k","Other","North Central"
"291","Metropolitan",1.0429071359,"Democrat",0,"Female","30-49","Other","less than $30k","Democratic","North Central"
"292","Metropolitan",0.1517249704,"Democrat",1,"Female","50-64","Non-Hispanic White","$150k or more","Democratic","West"
"293","Non-metropolitan",0.7184748925,"Unsure/Other",1,"Male","50-64","Non-Hispanic White","$50k-$75k","Other","South"
"294","Metropolitan",0.4843890707,"Democrat",1,"Female","50-64","Non-Hispanic White","$30k-$50k","Democratic","Northeast"
"295","Metropolitan",0.1780079413,"Unsure/Other",0,"Female","50-64","Non-Hispanic White","$75k-$100k","Democratic","Northeast"
"296","Metropolitan",0.3238150248,"Unsure/Other",1,"Female","65+","Black","$100k-$150k","Other","South"
"297","Metropolitan",0.107294083,"Republican",1,"Male","65+","Non-Hispanic White","$30k-$50k","Republican","Northeast"
"298","Metropolitan",0.1542709598,"Republican",1,"Male","65+","Non-Hispanic White","$100k-$150k","Republican","North Central"
"299","Metropolitan",0.2977899009,"Democrat",1,"Female","65+","Non-Hispanic White","less than $30k","Democratic","Northeast"
"300","Metropolitan",0.1961507529,"Unsure/Other",1,"Female","50-64","Non-Hispanic White","$150k or more","Other","Northeast"
"301","Metropolitan",0.0874426022,"Democrat",1,"Female","65+","Non-Hispanic White","$30k-$50k","Democratic","South"
"302","Metropolitan",0.648637362,"Democrat",1,"Male","65+","Non-Hispanic White","$75k-$100k","Other","Northeast"
"303","Non-metropolitan",5.3821193716,"Democrat",1,"Female","65+","Non-Hispanic White","less than $30k","Democratic","South"
"304","Metropolitan",0.1066213806,"Republican",1,"Male","50-64","Black","$50k-$75k","Other","West"
"305","Metropolitan",0.4114377087,"Democrat",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Other","West"
"306","Metropolitan",1.9752604542,"Democrat",1,"Female","50-64","Black","less than $30k","Democratic","North Central"
"307","Metropolitan",0.4764787386,"Democrat",1,"Male","65+","Non-Hispanic White","$150k or more","Other","Northeast"
"308","Metropolitan",0.6948394868,"Unsure/Other",0,"Female","50-64","Other","$50k-$75k","Democratic","West"
"309","Metropolitan",0.2789222156,"Republican",1,"Male","65+","Black","$100k-$150k","Republican","South"
"310","Metropolitan",0.2114553276,"Republican",1,"Female","65+","Non-Hispanic White","less than $30k","Republican","North Central"
"311","Non-metropolitan",0.7278628658,"Republican",1,"Female","65+","Non-Hispanic White","$75k-$100k","Republican","West"
"312","Metropolitan",0.1401552333,"Democrat",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Other","South"
"313","Non-metropolitan",0.5093632526,"Unsure/Other",1,"Female","65+","Non-Hispanic White","less than $30k","Democratic","South"
"314","Metropolitan",7.6201779583,"Democrat",1,"Female","50-64","Non-Hispanic White","less than $30k","Democratic","West"
"315","Metropolitan",0.1880152816,"Republican",1,"Male","65+","Non-Hispanic White","$75k-$100k","Republican","South"
"316","Metropolitan",0.6939800027,"Republican",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Other","South"
"317","Metropolitan",0.0821026288,"Democrat",1,"Female","DK/REF","Non-Hispanic White","$50k-$75k","Other","North Central"
"318","Non-metropolitan",0.1885949452,"Democrat",1,"Male","30-49","Non-Hispanic White","$50k-$75k","Other","North Central"
"319","Metropolitan",0.5248228943,"Democrat",1,"Female","50-64","Other","$30k-$50k","Republican","Northeast"
"320","Metropolitan",0.5571966479,"Democrat",1,"Male","65+","Non-Hispanic White","$30k-$50k","Democratic","West"
"321","Metropolitan",0.107597921,"Democrat",1,"Female","65+","Non-Hispanic White","$50k-$75k","Democratic","South"
"322","Metropolitan",0.2456546936,"Democrat",1,"Male","50-64","Non-Hispanic White","$50k-$75k","Other","West"
"323","Metropolitan",0.2289909391,"Democrat",1,"Female","30-49","Non-Hispanic White","$75k-$100k","Other","Northeast"
"324","Metropolitan",1.8197899401,"Democrat",1,"Female","50-64","Non-Hispanic White","$30k-$50k","Other","West"
"325","Metropolitan",0.3068513737,"Republican",1,"Male","50-64","Non-Hispanic White","$150k or more","Republican","South"
"326","Metropolitan",0.2342256956,"Republican",1,"Male","65+","Non-Hispanic White","$75k-$100k","Republican","West"
"327","Metropolitan",0.5066136651,"Democrat",1,"Female","50-64","Non-Hispanic White","less than $30k","Democratic","North Central"
"328","Non-metropolitan",0.1404815653,"Democrat",1,"Female","65+","Non-Hispanic White","$30k-$50k","Democratic","West"
"329","Metropolitan",0.1577299964,"Democrat",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Other","West"
"330","Metropolitan",0.411403811,"Democrat",1,"Female","65+","Other","$30k-$50k","Democratic","West"
"331","Non-metropolitan",1.7140044064,"Unsure/Other",0,"Female","30-49","Black","$50k-$75k","Other","South"
"332","Non-metropolitan",3.7079981749,"Republican",1,"Male","50-64","Non-Hispanic White","less than $30k","Republican","South"
"333","Non-metropolitan",0.5243978422,"Democrat",1,"Male","50-64","Other","less than $30k","Democratic","West"
"334","Metropolitan",0.1812283106,"Unsure/Other",1,"Male","30-49","Other","$30k-$50k","Other","Northeast"
"335","Metropolitan",0.1625413152,"Republican",1,"Male","65+","Non-Hispanic White","$30k-$50k","Other","South"
"336","Metropolitan",0.1400585568,"Democrat",1,"Female","65+","Non-Hispanic White","$30k-$50k","Democratic","West"
"337","Metropolitan",0.1408837959,"Republican",1,"Female","65+","Non-Hispanic White","$50k-$75k","Republican","South"
"338","Metropolitan",0.0846895005,"Republican",1,"Male","50-64","Non-Hispanic White","$100k-$150k","Republican","West"
"339","Metropolitan",0.1509715527,"Democrat",1,"Female","50-64","Non-Hispanic White","$30k-$50k","Democratic","Northeast"
"340","Metropolitan",0.714955796,"Unsure/Other",1,"Male","65+","Non-Hispanic White","$100k-$150k","Other","North Central"
"341","Non-metropolitan",0.7408641461,"Republican",1,"Male","65+","Non-Hispanic White","$30k-$50k","Other","North Central"
"342","Metropolitan",0.0861510738,"Democrat",1,"Female","65+","Non-Hispanic White","$50k-$75k","Democratic","South"
"343","Metropolitan",0.390530664,"Republican",0,"Female","50-64","Non-Hispanic White","$150k or more","Republican","South"
"344","Non-metropolitan",1.1335413874,"Republican",1,"Female","50-64","Other","$30k-$50k","Republican","West"
"345","Metropolitan",0.9769123268,"Republican",0,"Female","30-49","Non-Hispanic White","$30k-$50k","Republican","South"
"346","Metropolitan",0.8043989667,"Democrat",1,"Female","65+","Black","$30k-$50k","Democratic","South"
"347","Metropolitan",0.1901829024,"Republican",1,"Female","50-64","Non-Hispanic White","less than $30k","Republican","North Central"
"348","Metropolitan",0.5874409733,"Republican",1,"Male","65+","Non-Hispanic White","less than $30k","Republican","West"
"349","Metropolitan",0.2878395002,"Democrat",1,"Male","50-64","Non-Hispanic White","$150k or more","Democratic","Northeast"
"350","Metropolitan",0.19111114,"Republican",1,"Female","65+","Non-Hispanic White","$50k-$75k","Republican","Northeast"
"351","Metropolitan",0.1062205387,"Democrat",1,"Female","65+","Non-Hispanic White","$100k-$150k","Democratic","South"
"352","Non-metropolitan",1.1284259664,"Democrat",1,"Male","65+","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"353","Metropolitan",0.5542000859,"Unsure/Other",1,"Male","50-64","Non-Hispanic White","$75k-$100k","Other","Northeast"
"354","Metropolitan",0.2797525741,"Democrat",1,"Female","50-64","Other","$30k-$50k","Democratic","South"
"355","Metropolitan",6.6208233622,"Democrat",1,"Female","65+","Black","$50k-$75k","Democratic","South"
"356","Non-metropolitan",0.3465365413,"Democrat",1,"Female","65+","Non-Hispanic White","$50k-$75k","Democratic","South"
"357","Metropolitan",1.3714369846,"Democrat",1,"Male","65+","Non-Hispanic White","$50k-$75k","Democratic","Northeast"
"358","Metropolitan",0.1678039931,"Democrat",1,"Female","30-49","Black","$100k-$150k","Democratic","South"
"359","Metropolitan",0.3674434733,"Democrat",1,"Male","50-64","Non-Hispanic White","$75k-$100k","Democratic","Northeast"
"360","Metropolitan",0.3328939093,"Democrat",1,"Male","50-64","Non-Hispanic White","$150k or more","Democratic","South"
"361","Non-metropolitan",0.2818392198,"Republican",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Other","North Central"
"362","Non-metropolitan",1.450929742,"Republican",1,"Female","65+","Non-Hispanic White","less than $30k","Other","South"
"363","Metropolitan",0.5301350241,"Democrat",1,"Male","30-49","Non-Hispanic White","$150k or more","Other","West"
"364","Metropolitan",4.4539581488,"Unsure/Other",0,"Male","65+","Non-Hispanic White","less than $30k","Other","South"
"365","Non-metropolitan",0.0994124282,"Republican",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Republican","South"
"366","Metropolitan",3.6182834225,"Democrat",1,"Female","65+","Non-Hispanic White","$30k-$50k","Democratic","West"
"367","Metropolitan",0.6258799649,"Republican",1,"Male","65+","Non-Hispanic White","$100k-$150k","Other","West"
"368","Non-metropolitan",0.188082789,"Unsure/Other",1,"Male","65+","Non-Hispanic White","$100k-$150k","Other","South"
"369","Non-metropolitan",0.1612058299,"Republican",1,"Female","50-64","Non-Hispanic White","$100k-$150k","Other","South"
"370","Metropolitan",0.2245174662,"Democrat",1,"Male","30-49","Non-Hispanic White","$150k or more","Democratic","West"
"371","Metropolitan",0.1849035724,"Unsure/Other",1,"Female","65+","Non-Hispanic White","$30k-$50k","Other","West"
"372","Metropolitan",0.2093689931,"Democrat",1,"Male","65+","Other","$30k-$50k","Other","South"
"373","Metropolitan",0.1468348112,"Republican",1,"Female","65+","Non-Hispanic White","$50k-$75k","Republican","South"
"374","Metropolitan",2.5987831313,"Republican",1,"Male","50-64","Non-Hispanic White","$100k-$150k","Republican","South"
"375","Metropolitan",0.4047336333,"Democrat",1,"Female","65+","Other","$75k-$100k","Democratic","West"
"376","Non-metropolitan",0.1613348727,"Unsure/Other",1,"Male","50-64","Other","$75k-$100k","Other","Northeast"
"377","Metropolitan",0.3192864905,"Democrat",1,"Male","65+","Non-Hispanic White","$50k-$75k","Democratic","West"
"378","Metropolitan",2.1377203677,"Republican",1,"Male","50-64","Non-Hispanic White","$75k-$100k","Republican","West"
"379","Metropolitan",0.3853445186,"Democrat",1,"Female","65+","Non-Hispanic White","$50k-$75k","Democratic","South"
"380","Non-metropolitan",1.3885362749,"Republican",1,"Female","50-64","Non-Hispanic White","$150k or more","Republican","North Central"
